tag	rating
Winter's Bone (2010)	1.5
Scalphunters, The (1968)	3
Barking Dogs Never Bite (Flandersui gae) (2000)	0.5
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)	1.5
TiMER (2009)	1
Best Worst Movie (2009)	3
Twilight Saga: Eclipse, The (2010)	2.5
Enter the Void (2009)	3.5
Last Airbender, The (2010)	2.5
Endgame (2009)	2.5
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004)	3
South Park: Imaginationland (2008)	2
Predators (2010)	3
When You're Strange (2009)	1
Despicable Me (2010)	2
Inception (2010)	2
Grown Ups (2010)	1
Sorcerer's Apprentice, The (2010)	2.5
Knight and Day (2010)	1.5
Karate Kid, The (2010)	2
Kids Are All Right, The (2010)	2.5
Serbian Film, A (Srpski film) (2010)	2.5
Cherrybomb (2009)	3
Batman: Under the Red Hood (2010)	2.5
Salt (2010)	1.5
No. 1 Ladies' Detective Agency, The (2008)	2
Watch Out for the Automobile (Beregis avtomobilya) (1966)	1
Mr. Nobody (2009)	2.5
Dinner for Schmucks (2010)	2
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)	2
Hellsinki (Rööperi) (2009)	1
Ip Man 2 (2010)	3
Ramona and Beezus (2010)	2
Rebound, The (2009)	2.5
Other Guys, The (2010)	2.5
Two Escobars, The (2010)	1
Paper Man (2009)	3
Expendables, The (2010)	1
Scott Pilgrim vs. the World (2010)	3.5
I Killed My Mother (J'ai tué ma mère) (2009)	3.5
Heartless (2009)	1.5
Piranha (Piranha 3D) (2010)	1.5
Extraordinary Adventures of Adèle Blanc-Sec, The (2010)	3.5
Get Low (2009)	3.5
Joneses, The (2009)	1
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)	3.5
Last Exorcism, The (2010)	3
Sisters (Syostry) (2001)	3
American, The (2010)	3
Jackass 2.5 (2007)	2.5
Horde, The (La Horde) (2009)	3.5
Switch, The (2010)	2.5
Machete (2010)	3
Going the Distance (2010)	0.5
Resident Evil: Afterlife (2010)	1.5
Princess (Prinsessa) (2010)	2.5
Social Network, The (2010)	3.5
Man Vanishes, A (Ningen Johatsu) (1967)	3
Town, The (2010)	3
Easy A (2010)	3
Eat Pray Love (2010)	1
Howl (2010)	3
I'm Still Here (2010)	3
Patrik Age 1.5 (Patrik 1,5) (2008)	3
Flipped (2010)	3.5
Wall Street: Money Never Sleeps (2010)	4.5
Legend of the Guardians: The Owls of Ga'Hoole (2010)	4
It's Kind of a Funny Story (2010)	4
Middle Men (2009)	3
Alice in Wonderland (1933)	3.5
Let Me In (2010)	5
Sintel (2010)	5
Secretariat (2010)	3
Devil (2010)	5
You Again (2010)	3.5
Life as We Know It (2010)	4
Catfish (2010)	4
You Will Meet a Tall Dark Stranger (2010)	3.5
Stone (2010)	2.5
Inside Job (2010)	5
Monsters (2010)	5
Never Let Me Go (2010)	5
Illusionist, The (L'illusionniste) (2010)	4.5
Luck by Chance (2009)	3.5
Rubber (2010)	1.5
Jackass 3D (2010)	2
Restrepo (2010)	4
Waiting for 'Superman' (2010)	3
Red (2010)	3
In a Better World (Hævnen) (2010)	4
Heartbreaker (L'Arnacoeur) (2010)	3
Paranormal Activity 2 (2010)	3.5
Heartbeats (Les amours imaginaires) (2010)	3.5
Hereafter (2010)	1.5
Undisputed III: Redemption (2010)	3.5
Saw VII 3D - The Final Chapter (2010)	4.5
Due Date (2010)	2
127 Hours (2010)	3.5
Megamind (2010)	5
Black Swan (2010)	4
I Shot Jesse James (1949)	4.5
Unstoppable (2010)	3.5
Morning Glory (2010)	3
Certified Copy (Copie conforme) (2010)	5
Next Three Days, The (2010)	4.5
Somewhere (2010)	5
Biutiful (2010)	5
First Beautiful Thing, The (La prima cosa bella) (2010)	3.5
Harry Potter and the Deathly Hallows: Part 1 (2010)	4
King's Speech, The (2010)	4
Tangled (2010)	4
Art of the Steal, The (2009)	3
Fighter, The (2010)	4
Romantics, The (2010)	4.5
Loved Ones, The (2009)	4
Casino Jack (2010)	5
Vincent Wants to Sea (Vincent will meer) (2010)	4
London Boulevard (2010)	4.5
Skyline (2010)	3.5
Beastly (2011)	3
Love and Other Drugs (2010)	2
Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)	5
Tourist, The (2010)	1
Rare Exports: A Christmas Tale (Rare Exports) (2010)	5
Hatchet II (2010)	5
All Good Things (2010)	3.5
True Grit (2010)	1.5
Tron: Legacy (2010)	0.5
How Do You Know (2010)	4
Barney's Version (2010)	4
Company Men, The (2010)	5
One-Armed Swordsman, The (Dubei dao) (1967)	4
I Saw the Devil (Akmareul boatda) (2010)	3
Trash Humpers (2009)	5
Faster (2010)	4.5
Little Big Soldier (Da bing xiao jiang) (2010)	5
Rabbit Hole (2010)	5
One Week (1920)	4
Little Fockers (2010)	5
Gulliver's Travels (2010)	5
Sweetgrass (2009)	5
Burlesque (2010)	5
Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)	5
Tucker & Dale vs Evil (2010)	4
Yogi Bear (2010)	5
Made in Dagenham (2010)	4.5
Green Hornet, The (2011)	4
Way Back, The (2010)	5
Warrior's Way, The (2010)	5
Season of the Witch (2011)	3.5
Amer (2009)	5
Cowboys & Aliens (2011)	4.5
Anything for Her (Pour elle) (2008)	5
Day & Night (2010)	5
Marwencol (2010)	4.5
Dilemma, The (2011)	5
Down Argentine Way (1940)	5
Trip, The (2010)	4.5
Limitless (2011)	0.5
Happy People: A Year in the Taiga (2010)	3.5
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)	4.5
I Spit on Your Grave (2010)	0.5
Even the Rain (También la lluvia) (2010)	5
It Happened on Fifth Avenue (1947)	5
Zeitgeist: Moving Forward (2011)	1
No Strings Attached (2011)	3
Lincoln Lawyer, The (2011)	5
All-Star Superman (2011)	4
Girls About Town (1931)	5
Kill! (Kiru) (1968)	5
Pekka ja Pätkä salapoliiseina (1957)	4
Unknown (2011)	5
Cedar Rapids (2011)	3
Gnomeo & Juliet (2011)	3
Burke and Hare (2010)	4
Castaway on the Moon (Kimssi pyoryugi) (2009)	3.5
Paul (2011)	3
Asphyx, The (1973)	5
Brother 2 (Brat 2) (2000)	0.5
Emma (2009)	0.5
Drive Angry (2011)	4
Rango (2011)	5
Take Me Home Tonight (2011)	5
Confessions (Kokuhaku) (2010)	3
Adjustment Bureau, The (2011)	5
Mechanic, The (2011)	5
Hall Pass (2011)	3
Eagle, The (2011)	4
I Am Number Four (2011)	5
Battle: Los Angeles (2011)	5
Summer Wars (Samâ wôzu) (2009)	3.5
Sunset Limited, The (2011)	4
Winnie the Pooh and the Honey Tree (1966)	3.5
Mars Needs Moms (2011)	4.5
Scooby-Doo! Curse of the Lake Monster (2010)	3
Winnie the Pooh and Tigger Too (1974)	3.5
Hard Ticket to Hawaii (1987)	2.5
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)	4
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008)	3
Just Go with It (2011)	4
Cave of Forgotten Dreams (2010)	3.5
Red Riding Hood (2011)	3
Big Mommas: Like Father, Like Son (2011)	5
Super (2010)	4
Troll Hunter, The (Trolljegeren) (2010)	3
Source Code (2011)	3.5
Jane Eyre (2011)	4
Sucker Punch (2011)	4
Chalet Girl (2011)	4
BURN-E (2008)	5
Senna (2010)	5
Family Guy Presents: It's a Trap (2010)	5
Insidious (2010)	5
Hobo with a Shotgun (2011)	2.5
Win Win (2011)	1.5
Room in Rome (Habitación en Roma) (2010)	4.5
Boy (2010)	4
Diary of a Wimpy Kid: Rodrick Rules (2011)	5
Henry's Crime (2010)	5
Hop (2011)	5
Playing the Victim (Izobrazhaya zhertvu) (2006)	4
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005)	3.5
13 Assassins (Jûsan-nin no shikaku) (2010)	2.5
Hanna (2011)	3.5
Connections (1978)	4
Into Eternity (2010)	5
Daffy Duck's Quackbusters (1988)	3.5
American: The Bill Hicks Story (2009)	2
Arthur (2011)	1.5
Scream 4 (2011)	4.5
Rio (2011)	0.5
Melancholia (2011)	1
Thor (2011)	3.5
Louis C.K.: Hilarious (2010)	3
Louis C.K.: Chewed Up (2008)	3
Atlas Shrugged: Part 1 (2011)	4
Louis C.K.: Shameless (2007)	4.5
Mildred Pierce (2011)	4
Voices from the List (2004)	3
Water for Elephants (2011)	3.5
African Cats (2011)	3.5
Kill the Irishman (2011)	4
Fast Five (Fast and the Furious 5, The) (2011)	5
Louis Theroux: Law & Disorder (2008)	3
Idiots and Angels (2008)	3.5
Incendies (2010)	4
Soul Surfer (2011)	5
Something Borrowed (2011)	4.5
Bridesmaids (2011)	0.5
Priest (2011)	3
Mothra (Mosura) (1961)	1.5
Pirates of the Caribbean: On Stranger Tides (2011)	3.5
Midnight in Paris (2011)	3
The Man from Nowhere (2010)	4
Tree of Life, The (2011)	2.5
Hangover Part II, The (2011)	0.5
Nothing to Declare (Rien à déclarer) (2010)	0.5
Across the Hall (2009)	3.5
Roommate, The (2011)	3
Attack the Block (2011)	2.5
The Way (2010)	5
Let the Bullets Fly (2010)	5
Kung Fu Panda 2 (2011)	4
X-Men: First Class (2011)	5
Submarine (2010)	3
American Grindhouse (2010)	2.5
Everything Must Go (2010)	3.5
Beginners (2010)	4
Super 8 (2011)	4.5
Bernie (1996)	4
Green Lantern (2011)	5
Elektra Luxx (2010)	1.5
Mr. Popper's Penguins (2011)	2
Bad Teacher (2011)	4
Transformers: Dark of the Moon (2011)	4
Larry Crowne (2011)	3.5
Your Highness (2011)	5
Too Big to Fail (2011)	3.5
Takers (2010)	5
My Life as McDull (Mak dau goo si) (2001)	5
Zookeeper (2011)	5
Horrible Bosses (2011)	5
Cars 2 (2011)	4.5
Between the Folds (2008)	4
Delhi Belly (2011)	0.5
Upside Down: The Creation Records Story (2010)	3
Monte Carlo (2011)	2.5
Harry Potter and the Deathly Hallows: Part 2 (2011)	2.5
Drive (2011)	5
Captain America: The First Avenger (2011)	4.5
Crazy, Stupid, Love. (2011)	5
One Day (2011)	3.5
Guard, The (2011)	5
Winnie the Pooh (2011)	4
Woman, The (2011)	5
New One-Armed Swordsman, The (Xin du bi dao) (1971)	5
Mike's New Car (2002)	5
Smurfs, The (2011)	4
Friends with Benefits (2011)	3.5
Paper Birds (Pájaros de papel) (2010)	2.5
Blitz (2011)	3.5
Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)	5
Our Idiot Brother (2011)	4
SUBWAYStories: Tales from the Underground (1997)	5
Death Race 2 (2010)	4
Rise of the Planet of the Apes (2011)	3.5
Terri (2011)	0.5
Change-Up, The (2011)	3
Help, The (2011)	5
30 Minutes or Less (2011)	5
My Afternoons with Margueritte (La tête en friche) (2010)	3
Final Destination 5 (2011)	5
Very Harold & Kumar 3D Christmas, A (2011)	5
Don't Be Afraid of the Dark (2010)	5
Fright Night (2011)	4.5
Another Earth (2011)	3
Hesher (2010)	5
Stake Land (2010)	5
Debt, The (2011)	5
Colombiana (2011)	5
Bill Cunningham New York (2011)	3
Skin I Live In, The (La piel que habito) (2011)	5
Conan the Barbarian (2011)	3.5
Walled In (2009)	2
Birdemic: Shock and Terror (2010)	0.5
Inbetweeners Movie, The (2011)	3.5
Red State (2011)	4.5
Pearl Jam Twenty (2011)	0.5
I Don't Know How She Does It (2011)	4
Shark Night 3D (2011)	5
Contagion (2011)	4.5
Moneyball (2011)	0.5
Neds (2010)	2
Cold Fish (Tsumetai nettaigyo) (2010)	3
Phineas and Ferb the Movie: Across the 2nd Dimension (2011)	0.5
Northanger Abbey (2007)	4
Avengers, The (2012)	2.5
Tinker Tailor Soldier Spy (2011)	3
Separation, A (Jodaeiye Nader az Simin) (2011)	5
Dangerous Method, A (2011)	3
Warrior (2011)	4
Ides of March, The (2011)	3.5
Kill List (2011)	3.5
Killer Elite (2011)	3.5
Bellflower (2011)	3
50/50 (2011)	5
Generation P (2011)	4.5
The Artist (2011)	5
Gigi (1949)	3
BlinkyTM (2011)	4
Take Shelter (2011)	4
Three Outlaw Samurai (Sanbiki no samurai) (1964)	4
Antonio Gaudí (1985)	4.5
Real Steel (2011)	3
Footloose (2011)	4.5
Thing, The (2011)	3.5
Beautiful Boy (2010)	2.5
Tyrannosaur (2011)	3.5
Martha Marcy May Marlene (2011)	5
We Need to Talk About Kevin (2011)	1.5
Behind Enemy Lines II: Axis of Evil (2006)	3.5
Three Musketeers, The (2011)	4
In Time (2011)	4
Margaret (2011)	4
Carnage (2011)	3.5
Margin Call (2011)	0.5
Paranormal Activity 3 (2011)	3.5
Puncture (2011)	5
Johnny English Reborn (2011)	5
Abduction (2011)	4.5
This Must Be the Place (2011)	0.5
Shame (2011)	5
What's Your Number? (2011)	4
Headhunters (Hodejegerne) (2011)	5
Batman: Year One (2011)	4.5
Miss Representation (2011)	3
Puss in Boots (2011)	2
Tower Heist (2011)	5
J. Edgar (2011)	5
Double, The (2011)	0.5
Adventures of Tintin, The (2011)	0.5
Starsuckers (2009)	5
Tomboy (2011)	3
George Harrison: Living in the Material World (2011)	3.5
Hugo (2011)	2.5
Immortals (2011)	4
Jack and Jill (2011)	5
Into the Abyss (2011)	2.5
Sign of Four, The (1987)	4.5
Descendants, The (2011)	5
Like Crazy (2011)	5
Muppets, The (2011)	3.5
Twilight Saga: Breaking Dawn - Part 1, The (2011)	5
War Horse (2011)	5
Rum Diary, The (2011)	5
Lifted (2006)	3.5
Hipsters (Stilyagi) (2008)	4
Another Cinderella Story (2008)	5
Bunraku (2010)	3.5
Sitter, The (2011)	2.5
Extremely Loud and Incredibly Close (2011)	3.5
Play the Game (2009)	5
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994)	3.5
Asterix and the Vikings (Astérix et les Vikings) (2006)	5
Happy Feet Two (2011)	4
Arthur Christmas (2011)	5
Violet & Daisy (2011)	3.5
Bullet to the Head (2012)	5
Expendables 2, The (2012)	5
Snowman, The (1982)	5
The Hunger Games (2012)	5
Dark Knight Rises, The (2012)	3.5
Bourne Legacy, The (2012)	4.5
Sherlock Holmes: A Game of Shadows (2011)	3.5
Coriolanus (2011)	5
Young Adult (2011)	1.5
New Year's Eve (2011)	5
Mission: Impossible - Ghost Protocol (2011)	3.5
We Bought a Zoo (2011)	4
Girl with the Dragon Tattoo, The (2011)	0.5
Darkest Hour, The (2011)	5
Last Holiday (1950)	3
Alvin and the Chipmunks: Chipwrecked (2011)	5
Salvation Boulevard (2011)	5
Friends with Kids (2011)	4
Girl Walks Into a Bar (2011)	4
Contraband (2012)	4
Way South, The (De weg naar het zuiden) (1981)	5
Being Elmo: A Puppeteer's Journey (2011)	5
Joyful Noise (2012)	5
Iron Lady, The (2011)	5
Albatross (2011)	5
Revenant, The (2009)	4
Underworld: Awakening (2012)	3.5
Grey, The (2012)	5
Man on a Ledge (2012)	5
Sacrifice (Zhao shi gu er) (2010)	4
Haywire (2011)	5
Contact High (2009)	4
Whistleblower, The (2010)	5
Einstein and Eddington (2008)	4.5
Apollo 18 (2011)	4
Seeking Justice (2011)	4.5
Red Tails (2012)	5
Flowers of War, The (Jin líng shí san chai) (2011)	4
Intouchables (2011)	5
One for the Money (2012)	5
Innkeepers, The (2011)	4.5
Puss in Boots (Nagagutsu o haita neko) (1969)	4.5
Grave Encounters (2011)	5
Chronicle (2012)	3.5
Woman in Black, The (2012)	4.5
Woman in Love (Rubbeldiekatz) (2011)	5
Art of Getting By, The (2011)	4
All Watched Over by Machines of Loving Grace (2011)	5
Dylan Moran: Monster (2004)	5
Safe House (2012)	4
Vow, The (2012)	5
Louis C.K.: Live at the Beacon Theater (2011)	3
Pitfall (Otoshiana) (1962)	4.5
Monsieur Lazhar (2011)	3
For a Good Time, Call... (2012)	4.5
Janie Jones (2010)	3
Journey 2: The Mysterious Island (2012)	4.5
Perfect Sense (2011)	5
Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001)	5
Atomic Brain, The (1963)	4
Ghost Rider: Spirit of Vengeance (2012)	5
Prayers for Bobby (2009)	5
Very Potter Musical, A (2009)	5
Very Potter Sequel, A (2010)	4
Miss Nobody (2010)	3.5
Civil War, The (1990)	5
Ro.Go.Pa.G. (1963)	4
Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)	5
Mega Shark vs. Crocosaurus (2010)	5
Red Hill (2010)	5
Mickey's The Prince and the Pauper (1990)	5
Gone (2012)	4
Project X (2012)	4.5
Dr. Seuss' The Lorax (2012)	3.5
Big Year, The (2011)	5
Act of Valor (2012)	5
Trailer Park Boys (1999)	4.5
This Means War (2012)	4.5
John Carter (2012)	4
Goon (2011)	3
Ledge, The (2011)	5
21 Jump Street (2012)	5
Jeff, Who Lives at Home (2012)	4
Lockout (2012)	4
Snowtown (Snowtown Murders, The) (2011)	5
Space Battleship Yamato (2010)	4.5
Jiro Dreams of Sushi (2011)	5
Damsels in Distress (2011)	4
Salmon Fishing in the Yemen (2011)	5
Wrath of the Titans (2012)	5
Detachment (2011)	5
Iron Sky (2012)	5
Absentia (2011)	5
American Reunion (American Pie 4) (2012)	5
The Raid: Redemption (2011)	3
Cabin in the Woods, The (2012)	4
God Bless America (2011)	3
Three Stooges, The (2012)	5
Raven, The (2012)	3
North & South (2004)	5
Big Bang, The (2011)	5
Mirror Mirror (2012)	5
Battleship (2012)	4
Best Exotic Marigold Hotel, The (2011)	4
Comic-Con Episode IV: A Fan's Hope (2011)	3
Bully (2011)	4
Hysteria (2011)	4
Dante's Inferno: An Animated Epic (2010)	5
Atomic Submarine, The (1959)	4
Five-Year Engagement, The (2012)	5
Think Like a Man (2012)	4
Lucky One, The (2012)	4
Safe (2012)	3.5
Dark Shadows (2012)	5
96 Minutes (2011) 	4
Decoy Bride, The (2011)	5
Rocket Singh: Salesman of the Year (2009)	4
Dictator, The (2012)	5
Walking with Monsters (2005)	4.5
Men in Black III (M.III.B.) (M.I.B.³) (2012)	4.5
Snow White and the Huntsman (2012)	5
Sound of My Voice (2011)	4.5
Eva (2011)	5
Pirates! Band of Misfits, The (2012)	4
Prometheus (2012)	5
Pact, The (2012)	4
Bernie (2011)	5
Inhale (2010)	5
Take This Waltz (2011)	5
Wanderlust (2012)	3.5
Moonrise Kingdom (2012)	5
Get the Gringo (2012)	3
Superman/Doomsday (2007) 	5
Thousand Words, A (2012)	3.5
Safety Not Guaranteed (2012)	5
Madagascar 3: Europe's Most Wanted (2012)	5
Your Sister's Sister (2011)	4.5
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986)	5
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987)	4
Superman/Batman: Public Enemies (2009)	5
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988)	5
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990)	5
Brave (2012)	5
Beauty and the Beast: The Enchanted Christmas (1997)	5
Front of the Class (2008)	4.5
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990)	5
Pocahontas II: Journey to a New World (1998) 	5
What to Expect When You're Expecting (2012)	5
To Rome with Love (2012)	5
Abraham Lincoln: Vampire Hunter (2012)	5
First Position (2011)	5
Rock of Ages (2012)	5
Seeking a Friend for the End of the World (2012)	5
Presto (2008)	5
Jack-Jack Attack (2005)	5
One Man Band (2005)	5
Ted (2012)	5
Magic Mike (2012)	5
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992)	5
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991)	5
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992)	5
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993)	5
Cleanskin (2012)	5
Amazing Spider-Man, The (2012)	5
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993)	5
Ice Age 4: Continental Drift (2012)	5
Beasts of the Southern Wild (2012)	5
Savages (2012)	3
Firm, The (2009)	3
Spirit Camp (2009)	3
Geri's Game (1997)	3
Some Guy Who Kills People (2011)	3
Treasure Island (2012)	3
Watch, The (2012)	3
Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)	3
2 Days in New York (2012)	3
Killer Joe (2011)	3
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994)	3
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994)	3
Anaconda: The Offspring (2008)	3
Christmas Carol, A (1999)	4
Goodbye Charlie (1964)	3
For the Birds (2000)	3
Ruby Sparks (2012)	4
Total Recall (2012)	3
Angels' Share, The (2012)	3
Immature, The (Immaturi) (2011)	2
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990)	3
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993)	3
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997)	3
Sidewalls (Medianeras) (2011)	3
Skyfall (2012)	3
Hands Over the City (Le mani sulla città) (1963)	2
Campaign, The (2012)	3
Brake (2012)	3
Hope Springs (2012)	3
Queen of Versailles, The (2012)	3
ParaNorman (2012)	4
Diary of a Wimpy Kid: Dog Days (2012)	3
Broken (2012)	3
6 Days to Air: The Making of South Park (2011)	0.5
Premium Rush (2012)	0.5
Odd Life of Timothy Green, The (2012)	4
Lawless (2012)	4
Piranha 3DD (a.k.a. Piranha DD) (2012)	0.5
Prime Suspect 3 (1993)	0.5
Searching for Sugar Man (2012)	2
Prime Suspect 6: The Last Witness (2003)	0.5
Prime Suspect: The Lost Child (1995)	3
Conception (2011)	0.5
Paradise Lost 3: Purgatory (2011)	3
Words, The (2012)	0.5
Pitch Perfect (2012)	3.5
Samsara (2011)	5
Runaway Brain (1995) 	2.5
Looper (2012)	2.5
That's My Boy (2012)	4
Robot & Frank (2012)	1
Resident Evil: Retribution (2012)	5
Lola Versus (2012)	5
Master, The (2012)	5
Dredd (2012)	4.5
End of Watch (2012)	4.5
V/H/S (2012)	5
Perks of Being a Wallflower, The (2012)	4
Hunt, The (Jagten) (2012)	4
Holy Motors (2012)	4
Taken 2 (2012)	5
House at the End of the Street (2012)	4
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002)	5
Love Lasts Three Years (L'amour dure trois ans) (2011)	4
Tall Man, The (2012)	4
LOL (2012)	4
Rust and Bone (De rouille et d'os) (2012)	3
Marley (2012)	4
Frankenweenie (2012)	3
Sinister (2012)	3
Thing: Terror Takes Shape, The (1998)	3
Hotel Transylvania (2012)	3
Side by Side (2012)	4
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960)	4
Argo (2012)	5
Seven Psychopaths (2012)	3
Liberal Arts (2012)	3
Catch .44 (2011)	4
[REC]³ 3 Génesis (2012)	4
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012)	4
Paranormal Activity 4 (2012)	3
Alex Cross (2012)	4
Cloud Atlas (2012)	4
'Hellboy': The Seeds of Creation (2004)	3
Silent Hill: Revelation 3D (2012)	3
Here Comes the Boom (2012)	5
Mental (2012)	4
Killing Them Softly (2012)	5
Imposter, The (2012)	5
Sessions, The (Surrogate, The) (2012)	3
Smashed (2012)	3
Wreck-It Ralph (2012)	4
Silver Linings Playbook (2012)	3
Flight (2012)	3
Anna Karenina (2012)	3
Life of Pi (2012)	3
Man with the Iron Fists, The (2012)	4
Bay, The (2012)	5
Himizu (2011)	4
Jackass 3.5 (2011)	4
Indie Game: The Movie (2012)	3
Batman: The Dark Knight Returns, Part 1 (2012)	5
Lincoln (2012)	4
Nature Calls (2012)	4
Vamps (2012)	5
Twilight Saga: Breaking Dawn - Part 2, The (2012)	3
10 Years (2011)	3
Red Dawn (2012)	3
Rise of the Guardians (2012)	3
Fantastic Fear of Everything, A (2012)	4
Deadfall (2012)	3
Byzantium (2012)	5
Paperman (2012)	3
Fearless Hyena, The (Xiao quan guai zhao) (1979)	1
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980)	4
Hitchcock (2012)	1
From Up on Poppy Hill (Kokuriko-zaka kara) (2011)	2
Redline (2009)	3
Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983)	2
My Lucky Stars (Fuk sing go jiu) (1985)	3
Money Money Money (L'aventure, c'est l'aventure) (1972)	4
Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)	4
Hobbit: An Unexpected Journey, The (2012)	4
Hyde Park on Hudson (2012)	3
How to Make Love to a Woman (2010)	3
Zero Dark Thirty (2012)	2
Fire with Fire (2012)	1
Warm Bodies (2013)	1
Wrong (2012)	4
Playing for Keeps (2012)	4
Guilt Trip, The (2012)	2
Jack Reacher (2012)	3
Django Unchained (2012)	1
This Is 40 (2012)	4
I Bought a Vampire Motorcycle (1990)	1
Ice Cream Man (1995)	3
Impossible, The (Imposible, Lo) (2012)	5
Misérables, Les (2012)	5
Campfire Tales (1997)	2
Parental Guidance (2012)	3
John Dies at the End (2012)	3
Misérables, Les (2000)	2
Promised Land (2012)	3
English Vinglish (2012)	3
Fish Story (Fisshu sutôrî) (2009)	4
Texas Chainsaw 3D (2013)	4
Gangster Squad (2013)	1
Iceman, The (2012)	4
It's Such a Beautiful Day (2012)	4
Batman: The Dark Knight Returns, Part 2 (2013)	4
Everything or Nothing: The Untold Story of 007 (2012)	3
Codependent Lesbian Space Alien Seeks Same (2011)	2
Last Stand, The (2013)	1
Upstream Color (2013)	4
Shadow Dancer (2012)	2
Human Planet (2011)	2
Comme un chef (2012)	2
Movie 43 (2013)	3
Pervert's Guide to Ideology, The (2012)	4
Sightseers (2012)	2
Hansel & Gretel: Witch Hunters (2013)	4
Jim Jefferies: Fully Functional (EPIX) (2012)	2
Why Stop Now (2012)	5
Tabu (2012)	3
Upside Down (2012)	2
Liability, The (2012)	3
Angst  (1983)	5
Stand Up Guys (2012)	3
Side Effects (2013)	4
Identity Thief (2013)	3
ABCs of Death, The (2012)	3
Beautiful Creatures (2013)	4
Good Day to Die Hard, A (2013)	2
21 and Over (2013)	2
Safe Haven (2013)	3
Frozen Planet (2011)	5
Act of Killing, The (2012)	3
Universal Soldier: Day of Reckoning (2012)	3
Escape from Planet Earth (2013)	5
Before Midnight (2013)	4
Snitch (2013)	2
Dark Skies (2013)	4
Oh Boy (A Coffee in Berlin) (2012)	2
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)	4
Maniac Cop 2 (1990)	4
Jack the Giant Slayer (2013)	3
Wadjda (2012)	4
Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)	5
Legend of Sleepy Hollow, The (1949)	4
G.I. Joe: Retaliation (2013)	5
Stoker (2013)	4
Oz the Great and Powerful (2013)	3
Croods, The (2013)	4
Incredible Burt Wonderstone, The (2013)	3
Call, The (2013)	4
Olympus Has Fallen (2013)	3
First Time, The (2012)	3
Mezzo Forte (1998)	1
Place Beyond the Pines, The (2012)	4
